# Time (s),Altitude (m),Vertical velocity (m/s),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (m),Mach number (​)
11.256,710.759,11.662,2.697,0.013,1.199,0.035
11.266,710.875,11.564,2.697,0.013,1.199,0.034
11.276,710.99,11.466,2.697,0.013,1.199,0.034
11.286,711.105,11.368,2.697,0.013,1.199,0.034
11.296,711.218,11.269,2.697,0.013,1.199,0.033
11.306,711.33,11.171,2.697,0.013,1.199,0.033
11.316,711.441,11.073,2.697,0.013,1.199,0.033
11.326,711.551,10.974,2.697,0.013,1.199,0.033
11.336,711.661,10.876,2.697,0.013,1.199,0.032
11.346,711.769,10.778,2.697,0.013,1.199,0.032
11.356,711.876,10.68,2.697,0.013,1.199,0.032
11.366,711.982,10.581,2.697,0.013,1.199,0.031
11.376,712.088,10.483,2.697,0.013,1.199,0.031
11.386,712.192,10.385,2.697,0.013,1.199,0.031
11.396,712.295,10.287,2.697,0.013,1.199,0.03
11.406,712.398,10.189,2.697,0.013,1.199,0.03
11.416,712.499,10.09,2.697,0.013,1.199,0.03
11.426,712.6,9.992,2.697,0.013,1.199,0.03
11.436,712.699,9.894,2.697,0.013,1.199,0.029
11.446,712.798,9.796,2.697,0.013,1.199,0.029
11.456,712.895,9.697,2.697,0.013,1.199,0.029
11.466,712.991,9.599,2.697,0.013,1.199,0.028
11.476,713.087,9.501,2.697,0.013,1.199,0.028
11.486,713.182,9.403,2.697,0.013,1.199,0.028
11.496,713.275,9.305,2.697,0.013,1.199,0.028
11.506,713.368,9.207,2.697,0.013,1.199,0.027
11.516,713.459,9.108,2.697,0.013,1.199,0.027
11.526,713.55,9.01,2.697,0.013,1.199,0.027
11.536,713.639,8.912,2.697,0.013,1.199,0.026
11.546,713.728,8.814,2.697,0.013,1.199,0.026
11.556,713.816,8.716,2.697,0.013,1.199,0.026
11.566,713.902,8.618,2.697,0.013,1.199,0.026
11.576,713.988,8.52,2.697,0.013,1.199,0.025
11.586,714.073,8.421,2.697,0.013,1.199,0.025
11.596,714.156,8.323,2.697,0.013,1.199,0.025
11.606,714.239,8.225,2.697,0.013,1.199,0.024
11.616,714.321,8.127,2.697,0.013,1.199,0.024
11.626,714.402,8.029,2.697,0.013,1.199,0.024
11.636,714.482,7.931,2.697,0.013,1.199,0.023
11.646,714.56,7.833,2.697,0.013,1.199,0.023
11.656,714.638,7.735,2.697,0.013,1.199,0.023
11.666,714.715,7.637,2.697,0.013,1.199,0.023
11.676,714.791,7.539,2.697,0.013,1.199,0.022
11.686,714.866,7.441,2.697,0.013,1.199,0.022
11.696,714.94,7.342,2.697,0.013,1.199,0.022
11.706,715.013,7.244,2.697,0.013,1.199,0.021
11.716,715.085,7.146,2.697,0.013,1.199,0.021
11.726,715.156,7.048,2.697,0.013,1.199,0.021
11.736,715.226,6.95,2.697,0.013,1.199,0.021
11.746,715.295,6.852,2.697,0.013,1.199,0.02
11.756,715.363,6.754,2.697,0.013,1.199,0.02
11.766,715.43,6.656,2.697,0.013,1.199,0.02
11.776,715.496,6.558,2.697,0.013,1.199,0.019
11.786,715.561,6.46,2.697,0.013,1.199,0.019
11.796,715.625,6.362,2.697,0.013,1.199,0.019
11.806,715.688,6.264,2.697,0.013,1.199,0.019
11.816,715.75,6.166,2.697,0.013,1.199,0.018
11.826,715.811,6.068,2.697,0.013,1.199,0.018
11.836,715.872,5.97,2.697,0.013,1.199,0.018
11.846,715.931,5.872,2.697,0.013,1.199,0.017
11.856,715.989,5.774,2.697,0.013,1.199,0.017
11.866,716.046,5.676,2.697,0.013,1.199,0.017
11.876,716.103,5.578,2.697,0.013,1.199,0.017
11.886,716.158,5.48,2.697,0.013,1.199,0.016
11.896,716.212,5.382,2.697,0.013,1.199,0.016
11.906,716.265,5.284,2.697,0.013,1.199,0.016
11.916,716.318,5.186,2.697,0.013,1.199,0.015
11.926,716.369,5.088,2.697,0.013,1.199,0.015
11.936,716.42,4.99,2.697,0.013,1.199,0.015
11.946,716.469,4.892,2.697,0.013,1.199,0.014
11.956,716.517,4.794,2.697,0.013,1.199,0.014
11.966,716.565,4.696,2.697,0.013,1.199,0.014
11.976,716.611,4.598,2.697,0.013,1.199,0.014
11.986,716.657,4.5,2.697,0.013,1.199,0.013
11.996,716.701,4.402,2.697,0.013,1.199,0.013
12.006,716.745,4.304,2.697,0.013,1.199,0.013
12.016,716.787,4.206,2.697,0.013,1.199,0.012
12.026,716.829,4.108,2.697,0.013,1.199,0.012
12.036,716.87,4.01,2.697,0.013,1.199,0.012
12.046,716.909,3.912,2.697,0.013,1.199,0.012
12.056,716.948,3.814,2.697,0.013,1.199,0.011
12.066,716.985,3.716,2.697,0.013,1.199,0.011
12.076,717.022,3.618,2.697,0.013,1.199,0.011
12.086,717.058,3.52,2.697,0.013,1.199,0.01
12.096,717.093,3.422,2.697,0.013,1.199,0.01
12.106,717.126,3.324,2.697,0.013,1.199,0.01
12.116,717.159,3.227,2.697,0.013,1.199,0.01
12.126,717.191,3.129,2.697,0.013,1.199,0.009
12.136,717.222,3.031,2.697,0.013,1.199,0.009
12.146,717.251,2.933,2.697,0.013,1.199,0.009
12.156,717.28,2.835,2.697,0.013,1.199,0.008
12.166,717.308,2.737,2.697,0.013,1.199,0.008
12.176,717.335,2.639,2.697,0.013,1.199,0.008
12.186,717.361,2.541,2.697,0.013,1.199,0.008
12.196,717.386,2.443,2.697,0.013,1.199,0.007
12.206,717.41,2.345,2.697,0.013,1.199,0.007
12.216,717.433,2.247,2.697,0.013,1.199,0.007
12.226,717.455,2.149,2.697,0.013,1.199,0.006
12.236,717.476,2.051,2.697,0.013,1.199,0.006
12.246,717.496,1.954,2.697,0.013,1.199,0.006
12.256,717.515,1.856,2.697,0.013,1.199,0.006
12.266,717.533,1.758,2.697,0.013,1.199,0.005
12.276,717.55,1.66,2.697,0.013,1.199,0.005
12.286,717.566,1.562,2.697,0.013,1.199,0.005
12.296,717.581,1.464,2.697,0.013,1.199,0.004
12.306,717.595,1.366,2.697,0.013,1.199,0.004
12.316,717.608,1.268,2.697,0.013,1.199,0.004
12.326,717.621,1.17,2.697,0.013,1.199,0.003
12.336,717.632,1.072,2.697,0.013,1.199,0.003
12.346,717.642,0.974,2.697,0.013,1.199,0.003
12.356,717.651,0.877,2.697,0.013,1.199,0.003
12.366,717.66,0.779,2.697,0.013,1.199,0.002
12.376,717.667,0.681,2.697,0.013,1.199,0.002
12.386,717.673,0.583,2.697,0.013,1.199,0.002
12.396,717.679,0.485,2.697,0.013,1.199,0.001
12.406,717.683,0.387,2.697,0.013,1.199,0.001
12.416,717.686,0.289,2.697,0.013,1.199,8.91E-04
12.426,717.689,0.191,2.697,0.013,1.199,6.17E-04
12.436,717.69,0.093,2.697,0.013,1.199,3.69E-04
12.446,717.691,-0.005,2.697,0.013,1.199,2.45E-04
12.456,717.69,-0.102,2.697,0.013,1.199,3.90E-04
12.466,717.689,-0.2,2.697,0.013,1.199,6.42E-04
12.476,717.686,-0.298,2.697,0.013,1.199,9.17E-04
12.486,717.683,-0.396,2.697,0.013,1.199,0.001
12.496,717.678,-0.494,2.697,0.013,1.199,0.001
